59 55 58 57 104 30 32 30 104 107 55 104 29 31 99 36 96 99 36 99 98 97 81 82 99 103 99 35 37 29
62 65 72 75 74 51 92 70 87 91 23 41 22 110 52 67 51 41 40 23 109 40 39 93 38 84 64 82 64 76
93 96 95 83 93 24 22 50 112 110 41 110 23 25 27 108 62 60 55 104 100 102 104 56 55 108 24 42 45 44
33 31 34 97 95 94 82 80 77 75 67 87 42 50 66 85 83 95 37 96 80 98 32 37 96 38 84 65 72 84
113 43 45 90 41 94 53 54 53 54 59 105 103 102 101 34 32 30 37 29 39 52 93 90 87 71 73 74 65 62
23 22 44 110 66 75 77 64 84 67 51 67 70 66 75 64 109 40 93 96 81 36 31 34 99 33 99 98 33 35
40 38 82 36 96 80 98 81 82 79 76 64 53 55 60 63 74 67 111 68 67 75 83 93 50 86 91 88 70 73
6 9 7 9 8 10 14 10 9 5 6 3 5 9 6 2 4 5 4 3 0 3 0 1 6 7 3 1 4 9
67 70 72 69 49 86 49 70 67 49 51 63 64 76 74 67 66 92 89 45 89 69 86 70 49 68 86 71 67 69
69 87 93 96 99 102 105 59 105 58 59 56 61 59 61 64 53 65 77 78 77 78 77 75 74 68 86 89 47 113
3 2 5 8 3 8 5 3 7 8 11 14 16 18 16 18 21 22 23 91 49 70 88 91 23 43 47 111 110 22
85 92 85 50 113 48 112 113 111 109 39 96 99 31 37 95 93 25 27 106 105 108 62 55 103 56 61 54 52 94
58 61 56 107 108 24 28 107 103 56 102 100 34 36 33 31 99 96 36 32 101 34 36 96 83 38 40 109 21 44
60 58 105 55 105 58 56 54 52 109 53 94 86 93 83 82 99 96 100 32 99 36 35 96 34 101 103 104 57 106
86 88 90 47 42 86 84 72 49 72 73 74 64 75 78 62 54 108 51 66 53 62 60 61 107 55 63 109 93 96
91 41 93 92 87 93 84 94 38 93 52 64 53 108 64 75 77 63 64 83 38 94 82 80 77 76 66 51 109 64
31 33 32 37 35 96 35 100 98 97 34 36 98 37 82 38 95 38 26 39 93 92 49 66 86 42 41 40 94 39
87 88 69 47 42 47 21 18 20 43 24 42 92 86 67 48 47 50 43 23 27 23 26 30 28 26 39 95 81 95
26 39 27 40 25 93 96 80 77 80 98 80 83 93 91 47 110 41 110 66 52 109 21 109 110 42 44 90 47 89
5 6 9 13 14 10 14 12 13 10 15 13 16 18 21 23 43 109 66 76 79 77 79 103 79 80 98 97 37 98
2 4 5 3 6 11 12 14 16 18 17 19 22 21 43 21 19 20 43 112 22 20 21 42 25 28 39 94 109 107
13 8 3 0 3 7 5 7 5 9 8 7 6 1 5 3 2 7 4 8 4 7 11 10 7 10 15 11 14 12
96 84 39 38 97 96 39 108 105 59 57 56 53 62 65 94 107 52 84 39 38 25 93 95 94 41 23 25 40 109
52 51 67 71 72 70 73 75 78 62 54 78 82 95 96 99 102 104 57 54 64 61 64 107 24 39 108 63 51 67
81 83 94 95 93 92 93 91 23 27 29 31 100 35 34 35 33 98 81 78 81 82 65 51 43 40 92 111 112 46
16 15 12 15 10 14 17 19 23 44 113 112 22 41 22 111 51 41 94 39 93 50 91 47 21 109 52 107 39 107
55 57 54 59 62 61 62 56 106 53 52 94 85 92 24 91 47 68 86 50 72 67 51 112 110 108 39 28 25 39
82 65 67 91 67 52 41 44 91 23 19 23 24 39 94 83 94 38 95 81 100 102 103 105 102 56 55 60 58 60
28 39 25 29 28 107 55 63 60 55 53 94 40 26 39 25 29 104 100 81 83 80 83 78 77 78 64 108 107 108
29 28 30 32 101 100 34 96 81 100 35 32 34 100 98 99 36 34 36 34 97 95 84 67 85 83 64 77 80 78
79 96 37 98 100 102 105 107 64 53 107 64 61 53 51 110 22 50 67 87 92 84 52 84 83 78 83 78 82 94
54 78 79 80 81 97 95 97 38 93 25 40 109 92 84 39 25 29 30 104 107 24 28 24 108 27 29 27 40 85
98 80 83 38 95 93 90 89 48 68 66 76 77 65 67 48 69 89 43 91 89 43 46 43 111 48 49 50 41 86
107 106 57 56 105 108 64 94 109 41 44 41 24 23 91 42 45 42 93 86 48 112 22 110 23 41 94 82 78 80
30 33 32 36 97 37 29 31 30 37 96 84 51 111 109 65 83 38 39 27 26 28 29 39 27 28 29 39 24 109
50 52 54 62 61 60 63 64 109 107 28 24 20 21 47 111 91 49 71 87 92 67 49 69 70 71 49 46 43 110
36 38 96 38 84 52 62 108 27 25 40 41 90 47 69 90 88 89 86 69 68 70 90 41 25 27 107 61 107 104
92 41 43 48 86 49 92 42 24 28 26 40 41 52 50 86 93 38 84 86 85 83 97 99 81 96 99 96 36 33
64 75 76 62 53 94 86 72 71 69 72 69 47 50 109 51 109 24 43 46 111 66 75 66 72 75 52 51 63 65
57 56 104 56 58 55 60 61 64 63 75 72 75 66 84 82 95 81 78 80 77 65 74 67 92 95 94 96 100 35
51 111 66 75 84 40 39 41 44 47 48 50 66 64 79 76 63 55 62 59 62 78 80 97 82 96 79 77 63 65
75 83 80 83 82 79 83 95 94 65 50 86 41 24 23 91 89 69 90 41 108 64 62 54 59 58 55 62 63 108
110 49 69 86 67 75 83 81 97 80 77 76 79 78 65 51 67 74 63 51 73 51 92 88 70 92 51 65 76 75
45 43 47 21 111 48 68 111 51 92 49 69 89 48 89 69 72 71 73 68 69 48 89 48 70 48 68 48 47 44
106 54 57 54 105 57 55 63 60 63 64 107 106 105 55 58 60 58 56 62 55 108 41 86 66 52 92 94 64 52
83 38 95 82 79 81 83 82 81 79 96 36 35 100 96 79 103 55 106 105 59 56 102 33 99 82 80 97 99 96
72 66 92 86 69 47 113 46 90 45 21 47 50 110 109 111 21 18 15 10 9 6 8 4 2 5 6 7 3 4
70 89 46 48 91 111 90 89 69 73 71 66 73 65 62 59 60 59 58 60 54 59 56 61 58 105 56 54 59 55
9 5 2 6 4 7 6 10 14 15 16 19 17 19 23 25 24 108 107 28 30 31 100 32 99 34 98 80 96 100
49 70 72 86 89 43 91 50 67 72 73 70 88 91 87 67 68 66 67 86 85 67 51 53 51 92 24 93 95 96
108 55 108 109 93 95 93 90 41 111 21 22 112 47 46 113 69 71 49 111 42 90 87 91 40 109 111 110 108 107
78 62 76 74 51 108 63 109 51 67 72 86 91 47 68 48 46 45 48 69 88 48 45 48 88 89 90 86 84 93
109 54 53 110 21 23 21 109 93 86 90 69 72 49 71 85 71 49 111 91 87 86 92 67 72 50 51 84 95 39
43 40 25 29 28 107 39 93 84 64 94 109 24 26 24 107 53 108 107 24 25 24 91 49 110 51 84 85 50 66
10 12 9 14 16 19 17 20 109 66 84 67 68 51 65 77 76 79 80 98 97 82 97 96 38 83 94 95 38 29
84 65 77 64 66 110 42 41 92 94 93 39 95 39 93 50 67 85 72 70 50 91 50 47 42 50 67 71 72 69
61 63 53 62 54 107 106 104 105 59 62 65 94 92 50 67 68 48 89 43 89 43 44 42 41 25 26 28 30 26
56 105 56 58 61 106 27 24 27 39 26 25 27 26 24 40 92 84 67 71 72 50 109 107 54 105 57 58 57 58
15 18 16 19 23 43 113 44 113 49 70 88 91 48 70 67 87 92 95 97 82 103 55 61 53 76 66 64 84 96
47 69 49 86 85 91 92 43 48 45 89 90 89 45 22 21 18 15 11 15 10 8 12 11 10 11 15 12 9 5
76 74 76 74 66 53 108 61 53 108 53 65 51 41 52 107 109 43 89 42 44 47 49 69 86 69 73 72 73 74
97 100 96 93 39 95 81 98 36 38 36 37 99 96 93 84 82 98 82 37 97 95 40 85 66 110 49 111 113 50
95 81 98 96 39 95 36 81 96 36 96 39 52 41 24 22 24 20 23 111 109 64 108 52 75 83 80 96 99 37
48 68 48 88 48 86 93 90 49 91 86 42 110 109 43 111 49 110 20 44 42 86 89 70 49 43 48 70 48 67
73 65 82 64 83 97 83 79 103 102 56 59 54 56 103 99 31 99 100 35 34 32 36 33 99 95 37 96 39 96
32 34 32 30 26 28 24 23 21 112 44 43 113 43 24 40 38 82 36 32 98 35 31 100 81 82 99 32 36 81
27 23 40 25 42 93 109 107 109 42 43 24 22 19 17 14 9 10 13 10 13 9 10 9 13 14 16 12 11 13
0 2 7 9 5 9 4 5 8 12 10 13 11 15 13 9 7 4 0 3 2 5 6 4 1 5 6 9 8 9
42 87 71 85 65 51 110 50 113 43 109 54 55 108 61 108 61 108 53 61 106 53 110 23 44 47 91 47 111 92
102 99 104 55 56 57 61 56 62 55 108 107 54 105 59 105 58 56 103 33 102 105 56 54 56 102 103 54 109 23
7 8 4 3 1 0 1 3 0 3 5 8 10 9 10 7 9 11 6 2 0 2 7 6 7 10 14 15 17 16
8 7 10 5 3 5 10 5 1 5 7 10 11 6 11 12 11 9 6 5 3 0 4 3 7 6 2 3 0 2
44 21 45 22 42 93 96 103 55 59 56 53 56 104 106 56 103 98 34 96 82 78 82 95 85 93 92 66 63 62
88 91 43 46 44 90 50 51 63 78 65 67 51 68 73 66 49 47 43 41 50 66 110 109 43 110 21 112 47 49
68 48 90 50 49 110 42 50 72 75 76 66 51 63 52 67 48 112 44 110 41 86 94 83 79 76 75 66 50 52
